id	pointer_index	pointer_rom_offset	prg_bank	jp_pointer_cpu	en_pointer_cpu	jp_rom_offset	en_rom_offset	jp_length	en_length	jp_bytes	en_bytes	english_reference	target_scope	english_pointer_changed	conservative_catalog_status	korean_work_status	screen_context	route_requirement	notes
PTR-082	82	0x05E78	1	0xA8FB	0xA8F5	0x0690B	0x06905	25	27	F0 BB 8A 8A 9A 14 8A CC 00 CB 9B B0 B0 00 81 96 87 CA 00 A5 A9 8C 93 CA FF	F0 BB 00 86 8F 92 87 89 96 85 00 8D 85 B9 00 82 92 8F B9 00 89 00 97 81 93 CB FF	<F0><BB><00>FORGIVE<00>ME<B9><00>BRO<B9><00>I<00>WAS<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-083	83	0x05E7A	1	0xA914	0xA910	0x06924	0x06920	8	13	F0 BB 81 96 87 B0 CD FF	F0 BB 00 82 92 8F 94 88 85 92 CB CA FF	<F0><BB><00>BROTHER<CB><CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-084	84	0x05E7C	1	0xA91C	0xA91D	0x0692C	0x0692D	45	49	F0 BB 9C B4 9C B4 9C B4 CB 00 1A AA 91 9F B4 91 B5 AF 00 8C 86 90 98 B2 F8 F9 00 8D 1D 93 9A 00 81 B4 8C 99 90 88 A7 AE 10 8A 94 CB FF	F0 BB 00 88 85 88 CB 88 8F 97 00 84 8F 00 99 8F 95 00 8C 89 8B 85 F8 8D 99 00 89 8E 87 85 8E 89 8F 95 93 00 8D 81 93 94 85 92 00 90 8C 81 8E CC FF	<F0><BB><00>HEH<CB>HOW<00>DO<00>YOU<00>LIKE<F8>MY<00>INGENIOUS<00>MASTER<00>PLAN<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-085	85	0x05E7E	1	0xA949	0xA94E	0x06959	0x0695E	47	38	F0 BB FB 00 82 B4 86 8B 84 00 95 88 95 A8 B5 AF 00 81 94 9A A6 F8 F9 00 93 9A 0D 14 85 A8 96 00 8A 94 06 9A 8A 1C B4 93 B2 8D AE 5E 83 10 FF	F0 BB 00 81 8C 8C 00 97 85 00 8E 85 85 84 00 94 8F 00 84 8F F8 89 93 00 85 8C 89 8D 89 8E 81 94 85 00 FB 00 BA FF	<F0><BB><00>ALL<00>WE<00>NEED<00>TO<00>DO<F8>IS<00>ELIMINATE<00><FB><00><BA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-086	86	0x05E80	1	0xA978	0xA974	0x06988	0x06984	21	29	F0 BB 82 9F 96 A0 93 82 A4 06 AA CA 00 9C B4 9C B4 9C B4 CB FF	F0 BB 00 97 81 94 83 88 00 99 8F 95 92 00 82 81 83 8B 93 CA F8 88 85 85 88 85 85 CB FF	<F0><BB><00>WATCH<00>YOUR<00>BACKS<CA><F8>HEEHEE<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-087	87	0x05E82	1	0xA98D	0xA991	0x0699D	0x069A1	48	47	94 A7 0F 83 BB A6 88 00 8A 8A 9F 13 8A AA 90 95 AF 00 95 06 AA A3 AE 96 8C 91 B5 AF F8 F9 00 93 84 8C 90 A4 AB 83 10 00 9E A2 93 A4 A9 0E CA FF	94 8F 92 81 BB 00 89 00 83 81 8E B6 94 00 82 85 8C 89 85 96 85 00 99 8F 95 F8 89 84 89 8F 94 93 00 87 8F 94 00 94 88 89 93 00 86 81 92 CA FF	TORA<BB><00>I<00>CAN<B6>T<00>BELIEVE<00>YOU<F8>IDIOTS<00>GOT<00>THIS<00>FAR<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-088	88	0x05E84	1	0xA9BD	0xA9C0	0x069CD	0x069D0	49	40	81 8B 0C AB 83 BB 9C B4 CB 00 81 B4 8C A7 99 00 89 82 86 88 96 B5 81 F8 F9 00 85 A2 B2 90 91 06 00 0C B5 9F 95 AE 10 A6 00 86 88 0A 8C A4 06 AA FF	81 93 81 8A 89 BB 00 99 8F 95 00 94 97 8F 00 81 92 85 F8 82 85 83 8F 8D 89 8E 87 00 81 00 8E 95 89 93 81 8E 83 85 CA FF	ASAJI<BB><00>YOU<00>TWO<00>ARE<F8>BECOMING<00>A<00>NUISANCE<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-089	89	0x05E86	1	0xA9EE	0xA9E8	0x069FE	0x069F8	23	40	81 8B 0C AB 83 BB 94 A7 0F 83 99 B4 00 81 94 9A 90 99 AE 10 0E CA FF	81 93 81 8A 89 BB 00 97 88 81 94 00 84 8F 00 99 8F 95 00 97 81 8E 94 F8 84 8F 8E 85 00 97 89 94 88 00 94 88 85 8D CC FF	ASAJI<BB><00>WHAT<00>DO<00>YOU<00>WANT<F8>DONE<00>WITH<00>THEM<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-090	90	0x05E88	1	0xAA05	0xAA10	0x06A15	0x06A20	29	41	94 A7 0F 83 BB 85 83 B4 CA 00 9F 86 8C 94 87 95 00 8D 9F 87 96 8C 93 A4 A9 0E B4 CA FF	94 8F 92 81 BB 00 89 B6 8C 8C 00 94 81 8B 85 00 83 81 92 85 00 8F 86 F8 94 88 85 8D 00 90 85 92 93 8F 8E 81 8C 8C 99 CB FF	TORA<BB><00>I<B6>LL<00>TAKE<00>CARE<00>OF<F8>THEM<00>PERSONALLY<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-091	91	0x05E8A	1	0xAA22	0xAA39	0x06A32	0x06A49	42	27	F0 BB 95 AE 93 B2 A4 AB 83 10 00 9E A2 93 A4 A9 0E CB F8 F9 00 A6 99 95 86 00 AC A9 82 8A 90 AF 00 13 87 98 B2 A3 AE 10 CB FF	F0 BB 00 87 81 97 84 B9 00 99 8F 95 00 87 95 99 93 00 81 92 85 F8 82 81 84 CA FF	<F0><BB><00>GAWD<B9><00>YOU<00>GUYS<00>ARE<F8>BAD<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-092	92	0x05E8C	1	0xAA4C	0xAA54	0x06A5C	0x06A64	18	17	F0 BB 14 87 B7 83 10 89 9A 00 9E A2 93 A4 A9 0E CA FF	F0 BB 00 99 81 00 87 8F 94 00 82 81 8C 8C 93 CA FF	<F0><BB><00>YA<00>GOT<00>BALLS<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-093	93	0x05E8E	1	0xAA5E	0xAA65	0x06A6E	0x06A75	14	23	F0 BB 9F 10 00 8A A8 98 B2 99 86 82 CC FF	F0 BB 00 99 8F 95 B6 92 85 00 93 94 89 8C 8C 00 81 8C 89 96 85 CC FF	<F0><BB><00>YOU<B6>RE<00>STILL<00>ALIVE<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-094	94	0x05E90	1	0xAA6C	0xAA7C	0x06A7C	0x06A8C	21	32	81 8B 0C AB 83 BB 9C B4 CB 00 8A 99 00 A4 88 90 90 0D A2 CB FF	81 93 81 8A 89 BB 00 99 8F 95 00 93 8F 92 92 99 00 90 89 85 83 85 F8 8F 86 00 93 88 89 94 CA FF	ASAJI<BB><00>YOU<00>SORRY<00>PIECE<F8>OF<00>SHIT<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-095	95	0x05E92	1	0xAA81	0xAA9C	0x06A91	0x06AAC	44	42	F0 BB 14 83 A4 A7 00 84 AE 06 00 81 A8 A4 8C 90 98 F8 F9 00 94 A7 0F 83 AD 00 90 85 8C 95 8D B4 90 B4 93 00 93 B2 8C 90 A3 AE 10 FF	F0 BB 00 93 8F B9 00 97 85 00 8D 85 85 94 00 81 87 81 89 8E BA 00 99 8F 95 F8 82 85 81 94 00 94 8F 92 81 CC 00 97 8F 97 CA FF	<F0><BB><00>SO<B9><00>WE<00>MEET<00>AGAIN<BA><00>YOU<F8>BEAT<00>TORA<CC><00>WOW<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-096	96	0x05E94	1	0xAAAD	0xAAC6	0x06ABD	0x06AD6	21	26	F0 BB 8A 82 92 AD CB 00 81 B4 8C 86 A7 99 8E AE 1D 92 13 B2 FF	F0 BB 00 88 85 92 85 B9 00 94 81 8B 85 00 94 88 89 93 00 83 88 81 92 8D BA FF	<F0><BB><00>HERE<B9><00>TAKE<00>THIS<00>CHARM<BA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-097	97	0x05E96	1	0xAAC2	0xAAE0	0x06AD2	0x06AF0	24	24	F0 BB 9F 0C 13 82 B4 93 AE 13 8D 86 82 CC 00 0C B7 83 10 AE 97 87 CC FF	F0 BB 00 81 92 85 00 99 8F 95 00 93 88 89 94 94 89 8E 87 00 8D 85 CC FF	<F0><BB><00>ARE<00>YOU<00>SHITTING<00>ME<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-098	98	0x05E98	1	0xAADA	0xAAF8	0x06AEA	0x06B08	24	31	F0 BB 85 A2 B2 8B AE 95 A7 00 A4 92 96 00 86 93 A9 86 A3 8C AA 98 B2 FF	F0 BB 00 8D 81 99 82 85 00 99 8F 95 00 83 81 8E 00 82 85 81 94 F8 88 89 8D 00 8E 8F 97 BA FF	<F0><BB><00>MAYBE<00>YOU<00>CAN<00>BEAT<F8>HIM<00>NOW<BA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-099	99	0x05E9A	1	0xAAF2	0xAB17	0x06B02	0x06B27	57	41	89 AE 86 0C B7 83 CA 00 9C B4 CB 00 85 A2 B2 90 91 99 9A 86 AD 87 A2 93 A4 B4 90 0E F8 88 A4 8C 86 B4 90 A7 00 87 95 8B 82 CA 00 9C B4 9C B4 9C B4 CB 00 81 8B 0C AB 83 FF	F0 BB 00 86 89 87 88 94 00 8D 85 00 89 86 00 99 8F 95 00 87 8F 94 F8 94 88 85 00 82 81 8C 8C 93 CA 00 71 81 93 81 8A 89 FF	<F0><BB><00>FIGHT<00>ME<00>IF<00>YOU<00>GOT<F8>THE<00>BALLS<CA><00><71>ASAJI<FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-100	100	0x05E9C	1	0xAB2B	0xA08A	0x06B3B	0x0609A	21	27	F0 BB FA 8B AE CA 00 81 B4 8C AD 92 AA 93 B4 93 88 AA B4 CA FF	F0 BB 00 90 8C 85 81 93 85 00 8C 85 94 00 8D 85 00 8A 8F 89 8E 00 99 8F 95 CA FF	<F0><BB><00>PLEASE<00>LET<00>ME<00>JOIN<00>YOU<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-101	101	0x05E9E	1	0xAB40	0xAB40	0x06B50	0x06B50	21	27	F0 BB FA 8B AE CA CA 00 85 85 85 A4 1C AE 06 00 8A AA AD CB FF	F0 BB 00 82 85 85 87 00 82 8F 93 93 00 87 81 96 85 00 8D 85 F8 94 88 89 93 CB FF	<F0><BB><00>BEEG<00>BOSS<00>GAVE<00>ME<F8>THIS<CB><FF>	bank1_after_pointer_table	false	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-102	102	0x05EA0	1	0xAB55	0xAB5B	0x06B65	0x06B6B	20	21	F0 BB 85 85 85 A4 1C AE 06 CB 00 85 85 85 A4 1C AE 06 CB FF	F0 BB 00 8F 88 00 8E 8F CA 00 82 85 85 87 00 82 8F 93 93 CB FF	<F0><BB><00>OH<00>NO<CA><00>BEEG<00>BOSS<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-103	103	0x05EA2	1	0xAB69	0xAB70	0x06B79	0x06B80	24	28	F0 BB 86 95 A7 0D CB 00 86 95 A7 0D 86 90 87 AD 94 B4 93 A4 A9 0E CB FF	F0 BB 00 97 85 B6 8C 8C 00 93 85 94 94 8C 85 00 94 88 89 93 F8 8C 81 94 85 92 BA FF	<F0><BB><00>WE<B6>LL<00>SETTLE<00>THIS<F8>LATER<BA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-104	104	0x05EA4	1	0xAB81	0xAB8C	0x06B91	0x06B9C	46	37	81 8B 0C AB 83 BB 9C B4 CB 00 A4 A7 AA 96 87 A4 06 B4 90 95 00 1A 86 95 A4 92 A2 CA F8 F9 00 FB 04 99 00 0A 88 AB 83 10 B4 90 95 AF CA FF	81 93 81 8A 89 BB 00 FA B9 00 97 85 B6 92 85 00 87 8F 8E 8E 81 F8 8B 89 83 8B 00 99 8F 95 92 00 81 93 93 CA FF	ASAJI<BB><00><FA><B9><00>WE<B6>RE<00>GONNA<F8>KICK<00>YOUR<00>ASS<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-105	105	0x05EA6	1	0xABAF	0xABB1	0x06BBF	0x06BC1	46	35	FB 04 BB A2 84 14 99 A0 A4 09 96 00 87 86 8C 93 A4 A7 AF CA F8 F9 00 8D 1D 93 9A 00 81 B4 8C A7 9C 90 A8 06 00 90 88 A7 AE 10 8A 94 CB FF	FB 04 BB 00 82 95 94 00 86 89 92 93 94 B9 00 8C 85 94 F8 8D 85 00 83 8C 95 85 00 99 8F 95 00 89 8E CB FF	<FB><04><BB><00>BUT<00>FIRST<B9><00>LET<F8>ME<00>CLUE<00>YOU<00>IN<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-106	106	0x05EA8	1	0xABDD	0xABD4	0x06BED	0x06BE4	26	26	FB 04 BB 85 A2 84 90 91 B5 00 9F AE 9F 94 10 9F 8B AA 90 B4 93 B2 AC 89 10 FF	FB 04 BB 00 99 8F 95 00 97 85 92 85 00 8A 95 93 94 00 81 00 90 81 97 8E CB FF	<FB><04><BB><00>YOU<00>WERE<00>JUST<00>A<00>PAWN<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-107	107	0x05EAA	1	0xABF7	0xABEE	0x06C07	0x06BFE	29	31	81 8B 0C AB 83 BB 9C B4 9C B4 9C B4 CB 00 98 AE 1C 92 13 A3 00 94 95 84 94 87 95 CA FF	81 93 81 8A 89 BB 00 93 8F B9 00 90 92 81 99 00 97 88 89 8C 85 00 99 8F 95 00 83 81 8E CA FF	ASAJI<BB><00>SO<B9><00>PRAY<00>WHILE<00>YOU<00>CAN<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-108	108	0x05EAC	1	0xAC14	0xAC0D	0x06C24	0x06C1D	17	24	F0 BB 9C B4 9C B4 9C B4 CB 00 1A 86 95 A4 92 CA FF	F0 BB 00 88 85 88 CB 93 94 95 90 89 84 00 82 81 93 94 81 92 84 93 CA FF	<F0><BB><00>HEH<CB>STUPID<00>BASTARDS<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-109	109	0x05EAE	1	0xAC25	0xAC25	0x06C35	0x06C35	26	46	F0 BB 92 07 99 09 71 A1 9A 00 94 83 14 83 88 AE 94 00 A4 9F 10 88 AE 10 0E FF	F0 BB 00 89 93 8E B6 94 00 94 88 85 00 8D 95 93 89 83 00 89 8E 00 94 88 89 93 F8 96 89 84 85 8F 00 87 81 8D 85 00 87 92 85 81 94 CA CC FF	<F0><BB><00>ISN<B6>T<00>THE<00>MUSIC<00>IN<00>THIS<F8>VIDEO<00>GAME<00>GREAT<CA><CC><FF>	bank1_after_pointer_table	false	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-110	110	0x05EB0	1	0xAC3F	0xB074	0x06C4F	0x07084	17	50	F0 BB 9F 90 00 A4 A7 AA 96 87 A4 06 B4 90 0E CA FF	F0 BB 00 94 88 85 99 B6 92 85 00 82 81 83 8B 00 94 8F 00 88 81 96 85 F8 94 88 85 89 92 00 81 93 93 85 93 00 8B 89 83 8B 85 84 00 81 87 81 89 8E CA FF	<F0><BB><00>THEY<B6>RE<00>BACK<00>TO<00>HAVE<F8>THEIR<00>ASSES<00>KICKED<00>AGAIN<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-111	111	0x05EB2	1	0xAC50	0xBFC3	0x06C60	0x07FD3	5	9	F0 BB 84 CC FF	FF F0 BB 00 88 95 88 CC FF	<FF><F0><BB><00>HUH<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-112	112	0x05EB4	1	0xAC55	0xAC53	0x06C65	0x06C63	12	20	F0 BB 83 B4 00 9C B4 00 9C B4 CD FF	F0 BB 00 94 81 8B 85 00 94 88 81 94 CB 00 97 88 81 CB CC FF	<F0><BB><00>TAKE<00>THAT<CB><00>WHA<CB><CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-113	113	0x05EB6	1	0xAC61	0xAC67	0x06C71	0x06C77	23	26	F0 BB 91 B7 B4 94 00 81 90 9F 96 87 91 B5 B4 90 13 0A 0B AE 8D A6 FF	F0 BB 00 8E 8F 97 00 89 B6 8D 00 92 85 81 8C 8C 99 00 90 89 93 93 85 84 CA FF	<F0><BB><00>NOW<00>I<B6>M<00>REALLY<00>PISSED<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-114	114	0x05EB8	1	0xAC78	0xAC81	0x06C88	0x06C91	7	10	F0 BB 87 71 B4 CA FF	F0 BB 00 81 89 99 85 85 CA FF	<F0><BB><00>AIYEE<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-115	115	0x05EBA	1	0xAC7F	0xAC8B	0x06C8F	0x06C9B	14	15	F0 BB 07 AE 07 AE 07 AE 07 AE 07 AE B4 FF	F0 BB 00 84 95 8D 71 84 85 85 71 84 95 8D FF	<F0><BB><00>DUM<71>DEE<71>DUM<FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-116	116	0x05EBC	1	0xAC8D	0xAC9A	0x06C9D	0x06CAA	19	14	F0 BB 95 AE 13 B2 00 8A 99 8D B4 94 8A 14 B4 8A 82 CA FF	F0 BB 00 88 85 99 B9 94 97 85 92 90 CA FF	<F0><BB><00>HEY<B9>TWERP<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-117	117	0x05EBE	1	0xACA0	0xACA8	0x06CB0	0x06CB8	16	16	F0 BB A3 83 82 B4 86 82 13 0A 0B AE 8D B4 CA FF	F0 BB 00 8F 8E 85 00 8D 8F B6 94 89 8D 85 CA FF	<F0><BB><00>ONE<00>MO<B6>TIME<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-118	118	0x05EC0	1	0xACB0	0xACB8	0x06CC0	0x06CC8	18	17	F0 BB 82 92 13 A3 00 81 82 93 96 95 A8 A4 8D 0E CA FF	F0 BB 00 92 8F 83 8B 00 8E B6 00 92 8F 8C 8C CA FF	<F0><BB><00>ROCK<00>N<B6><00>ROLL<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-119	119	0x05EC2	1	0xACC2	0xACC9	0x06CD2	0x06CD9	17	21	F0 BB 81 B4 8C AF 00 89 AE 86 AF 87 AA 84 10 CA FF	F0 BB 00 8A 85 85 9A B9 00 94 88 89 93 00 93 95 83 8B 93 CA FF	<F0><BB><00>JEEZ<B9><00>THIS<00>SUCKS<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-120	120	0x05EC4	1	0xACD3	0xACDE	0x06CE3	0x06CEE	13	11	F0 BB 85 85 B4 94 00 82 89 98 B2 CA FF	F0 BB 00 97 88 8F 8F 90 93 CA FF	<F0><BB><00>WHOOPS<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-121	121	0x05EC6	1	0xACE0	0xACE9	0x06CF0	0x06CF9	22	18	F0 BB 8F 82 92 AF 00 85 A3 82 A3 A6 A7 98 B2 8A B4 93 8D A6 CA FF	F0 BB 00 97 88 81 94 00 94 88 85 00 B1 AD CA B2 CC FF	<F0><BB><00>WHAT<00>THE<00><B1><AD><CA><B2><CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-122	122	0x05EC8	1	0xACF6	0xACFB	0x06D06	0x06D0B	19	18	F0 BB 81 B4 8C 96 A3 00 A4 A7 8C 93 85 88 AE 98 B2 CA FF	F0 BB 00 8C 85 8D 8D 85 00 88 89 94 00 B6 85 8D CA FF	<F0><BB><00>LEMME<00>HIT<00><B6>EM<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-123	123	0x05ECA	1	0xAD09	0xAD0D	0x06D19	0x06D1D	18	28	F0 BB A5 A9 8C 93 A4 B4 93 00 85 88 AE 95 8E B2 CA FF	F0 BB 00 89 B6 8D 00 87 8F 8E 8E 81 00 8B 89 83 8B F8 99 8F 95 92 00 81 93 93 CA FF	<F0><BB><00>I<B6>M<00>GONNA<00>KICK<F8>YOUR<00>ASS<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-124	124	0x05ECC	1	0xAD1B	0xAD29	0x06D2B	0x06D39	11	12	F0 BB 89 AE 86 13 8D 86 B2 CA FF	F0 BB 00 99 81 00 97 89 8D 90 CA FF	<F0><BB><00>YA<00>WIMP<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
