id	context	jp_offset	jp_text	en_offset	en_text	pointer_offset	terminator	max_width	status	confidence	notes
PTR-110	Bank 1 pointer-driven text	0x06C4F	<F0><BB><9F><90><00><A4><A7><AA><96><87><A4><06><B4><90><0E><CA><FF>	0x07084	<F0><BB><00>THEY<B6>RE<00>BACK<00>TO<00>HAVE<F8>THEIR<00>ASSES<00>KICKED<00>AGAIN<CA><FF>	0x05EB0	0x070B6	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-111	Bank 1 pointer-driven text	0x06C60	<F0><BB><84><CC><FF>	0x07FD3	<FF><F0><BB><00>HUH<CC><FF>	0x05EB2	0x07FD4	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-112	Bank 1 pointer-driven text	0x06C65	<F0><BB><83><B4><00><9C><B4><00><9C><B4><CD><FF>	0x06C63	<F0><BB><00>TAKE<00>THAT<CB><00>WHA<CB><CC><FF>	0x05EB4	0x06C77	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-113	Bank 1 pointer-driven text	0x06C71	<F0><BB><91><B7><B4><94><00><81><90><9F><96><87><91><B5><B4><90><13><0A><0B><AE><8D><A6><FF>	0x06C77	<F0><BB><00>NOW<00>I<B6>M<00>REALLY<00>PISSED<CA><FF>	0x05EB6	0x06C91	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-114	Bank 1 pointer-driven text	0x06C88	<F0><BB><87><71><B4><CA><FF>	0x06C91	<F0><BB><00>AIYEE<CA><FF>	0x05EB8	0x06C9B	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-115	Bank 1 pointer-driven text	0x06C8F	<F0><BB><07><AE><07><AE><07><AE><07><AE><07><AE><B4><FF>	0x06C9B	<F0><BB><00>DUM<71>DEE<71>DUM<FF>	0x05EBA	0x06CAA	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-116	Bank 1 pointer-driven text	0x06C9D	<F0><BB><95><AE><13><B2><00><8A><99><8D><B4><94><8A><14><B4><8A><82><CA><FF>	0x06CAA	<F0><BB><00>HEY<B9>TWERP<CA><FF>	0x05EBC	0x06CB8	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-117	Bank 1 pointer-driven text	0x06CB0	<F0><BB><A3><83><82><B4><86><82><13><0A><0B><AE><8D><B4><CA><FF>	0x06CB8	<F0><BB><00>ONE<00>MO<B6>TIME<CA><FF>	0x05EBE	0x06CC8	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-118	Bank 1 pointer-driven text	0x06CC0	<F0><BB><82><92><13><A3><00><81><82><93><96><95><A8><A4><8D><0E><CA><FF>	0x06CC8	<F0><BB><00>ROCK<00>N<B6><00>ROLL<CA><FF>	0x05EC0	0x06CD9	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-119	Bank 1 pointer-driven text	0x06CD2	<F0><BB><81><B4><8C><AF><00><89><AE><86><AF><87><AA><84><10><CA><FF>	0x06CD9	<F0><BB><00>JEEZ<B9><00>THIS<00>SUCKS<CA><FF>	0x05EC2	0x06CEE	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-120	Bank 1 pointer-driven text	0x06CE3	<F0><BB><85><85><B4><94><00><82><89><98><B2><CA><FF>	0x06CEE	<F0><BB><00>WHOOPS<CA><FF>	0x05EC4	0x06CF9	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-121	Bank 1 pointer-driven text	0x06CF0	<F0><BB><8F><82><92><AF><00><85><A3><82><A3><A6><A7><98><B2><8A><B4><93><8D><A6><CA><FF>	0x06CF9	<F0><BB><00>WHAT<00>THE<00><B1><AD><CA><B2><CC><FF>	0x05EC6	0x06D0B	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-122	Bank 1 pointer-driven text	0x06D06	<F0><BB><81><B4><8C><96><A3><00><A4><A7><8C><93><85><88><AE><98><B2><CA><FF>	0x06D0B	<F0><BB><00>LEMME<00>HIT<00><B6>EM<CA><FF>	0x05EC8	0x06D1D	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-123	Bank 1 pointer-driven text	0x06D19	<F0><BB><A5><A9><8C><93><A4><B4><93><00><85><88><AE><95><8E><B2><CA><FF>	0x06D1D	<F0><BB><00>I<B6>M<00>GONNA<00>KICK<F8>YOUR<00>ASS<CA><FF>	0x05ECA	0x06D39	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-124	Bank 1 pointer-driven text	0x06D2B	<F0><BB><89><AE><86><13><8D><86><B2><CA><FF>	0x06D39	<F0><BB><00>YA<00>WIMP<CA><FF>	0x05ECC	0x06D45	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-125	Bank 1 pointer-driven text	0x06D36	<F0><BB><82><86><06><13><0A><0B><AE><8D><CA><FF>	0x06D45	<F0><BB><00>EAT<00>THIS<CA><FF>	0x05ECE	0x06D52	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-126	Bank 1 pointer-driven text	0x06D42	<F0><BB><81><A8><06><94><8B><AE><13><0A><0B><AE><8D><CD><FF>	0x06D52	<F0><BB><00>I<B6>LL<00>REMEMBER<00>YOU<CA><FF>	0x05ED0	0x06D68	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-127	Bank 1 pointer-driven text	0x06D51	<F0><BB><88><A8><00><88><A8><00><88><A8><B4><CB><FF>	0x06D68	<F0><BB><00>EEE<CB><FF>	0x05ED2	0x06D70	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-128	Bank 1 pointer-driven text	0x06D5E	<F0><BB><9B><B2><B2><CB><CD><FF>	0x06D70	<F0><BB><00>ARGH<CB><FF>	0x05ED4	0x06D79	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-129	Bank 1 pointer-driven text	0x06D66	<F0><BB><92><00><92><A6><8D><07><A9><CB><FF>	0x06D79	<F0><BB><00>DICKWEED<CA><FF>	0x05ED6	0x06D86	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-130	Bank 1 pointer-driven text	0x06D71	<F0><BB><8C><88><00><8C><88><00><8C><88><CB><FF>	0x06D86	<F0><BB><00>WAH<CA><FF>	0x05ED8	0x06D8E	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-131	Bank 1 pointer-driven text	0x06D7D	<F0><BB><08><85><71><B4><CA><FF>	0x06D8E	<F0><BB><00>GWA<CA><FF>	0x05EDA	0x06D96	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-132	Bank 1 pointer-driven text	0x06D85	<F0><BB><09><71><B4><CA><FF>	0x06C91	<F0><BB><00>AIYEE<CA><FF>	0x05EDC	0x06C9B	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-133	Bank 1 pointer-driven text	0x06D8C	<F0><BB><06><88><B4><CB><CD><FF>	0x06D70	<F0><BB><00>ARGH<CB><FF>	0x05EDE	0x06D79	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-134	Bank 1 pointer-driven text	0x06D94	<F0><BB><9B><B0><B0><B0><71><B4><CA><FF>	0x06D96	<F0><BB><00>AI<71>YAI<71>YAI<CA><FF>	0x05EE0	0x06DA5	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-135	Bank 1 pointer-driven text	0x06D9E	<F0><BB><82><A7><B4><8C><B5><82><9F><8E><CD><FF>	0x06DA5	WELCOME<CA><FF>	0x05EE2	0x06DAE	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-136	Bank 1 pointer-driven text	0x06DAA	<F0><BB><85><87><9F><A8><13><8D><86><CC><00><0A><91><B6><83><A3><AE><AD><00><14><83><0F><CD><FF>	0x06DAE	WHAT<00>WOULD<00>YOU<00>LIKE<CC><FF>	0x05EE4	0x06DC3	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-137	Bank 1 pointer-driven text	0x06DC2	<F0><BB><A3><91><A3><99><06><00><82><B4><5A><82><13><8D><98><F8><F9><00><8A><AA><82><0C><B7><83><A3><93><9F><8E><AE><CB><FF>	0x06DC3	YOUR<00>INVENTORY<00>IS<00>FULL<BA><FF>	0x05EE6	0x06DDB	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-138	Bank 1 pointer-driven text	0x06DE1	<F0><BB><85><86><98><06><00><90><A8><95><82><A6><83><13><8D><06><CB><FF>	0x06DDB	YOU<00>DON<B6>T<00>HAVE<00>ENOUGH<F8>MONEY<BA><FF>	0x05EE8	0x06DF8	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-139	Bank 1 pointer-driven text	0x06DF3	<F0><BB><8A><91><A7><13><00><A6><AB><8C><82><13><8D><86><CC><FF>	0x06DF8	ARE<00>YOU<00>SURE<CC><FF>	0x05EEA	0x06E06	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-140	Bank 1 pointer-driven text	0x06E03	<F0><BB><9F><82><14><14><83><A3><CD><FF>	0x07FDC	THANKS<CA><FF>	0x05EEC	0x07FE4	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-141	Bank 1 pointer-driven text	0x06E0D	<F0><9A><00><F1><AD><00><90><1D><90><FF>	0x06E06	<F0><00>ATE<00><F1><FF>	0x05EEE	0x06E0E	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-142	Bank 1 pointer-driven text	0x06E17	<F0><9A><00><F1><AD><00><99><AE><10><FF>	0x06E0E	<F0><00>DRANK<00><F1><FF>	0x05EF0	0x06E18	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-143	Bank 1 pointer-driven text	0x06E21	<F0><9A><00><F1><AD><00><83><89><94><B4><90><FF>	0x06E18	<F0><00>GOT<00><F1><FF>	0x05EF2	0x06E20	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-144	Bank 1 pointer-driven text	0x06E2D	<F0><9A><00><F1><AD><00><A0><96><92><89><90><FF>	0x06E20	<F0><00>EQUIPPED<00><F1><FF>	0x05EF4	0x06E2D	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-145	Bank 1 pointer-driven text	0x06E39	<F0><BB><9E><86><96><00><0A><91><B6><83><A3><AE><9A><CC><FF>	0x06E2D	ANYTHING<00>ELSE<CC><FF>	0x05EF6	0x06E3C	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-146	Bank 1 pointer-driven text	0x06E48	<F0><BB><9F><90><00><85><8A><8C><88><10><8B><82><9F><8E><F8><F9><00><81><A8><06><94><83><0A><0B><82><9F><8C><90><CD><FF>	0x06E3C	THANKS<CA><00>COME<00>AGAIN<FF>	0x05EF8	0x06E4F	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-147	Bank 1 pointer-driven text	0x06E66	<F0><BB><85><94><9F><A8><13><8D><86><CC><FF>	0x06E4F	WILL<00>YOU<00>STAY<CC><FF>	0x05EFA	0x06E5E	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-148	Bank 1 pointer-driven text	0x06E71	<F0><BB><85><88><92><AB><07><88><10><8B><82><9F><8E><CD><FF>	0x06E5E	PLEASE<00>RELAX<FF>	0x05EFC	0x06E6B	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-149	Bank 1 pointer-driven text	0x06E80	<F0><9A><00><98><90><B4><CA><FF>	0x06E6B	RESTED<CA><FF>	0x05EFE	0x06E73	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-150	Bank 1 pointer-driven text	0x06E88	<F0><BB><8C><B7><83><1C><00><95><8B><82><9F><8D><86><CC><FF>	0x06E73	WANNA<00>GAMBLE<CC><FF>	0x05F00	0x06E81	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-151	Bank 1 pointer-driven text	0x06E97	<F0><BB><A6><0A><0B><AE><8D><98><CC><00><9A><82><A8><9F><8D><CD><FF>	0x06E81	READY<CC><FF>	0x05F02	0x06E88	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-152	Bank 1 pointer-driven text	0x06EA8	<F0><BB><8F><AA><13><9A><CB><00><8C><B7><83><1C><B4><CA><FF>	0x06E88	GO<00>NOW<CA><FF>	0x05F04	0x06E90	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-153	Bank 1 pointer-driven text	0x06EB7	<F0><BB><FD><00><FE><99><00><FC><00><94><13><9F><8C><90><CB><FF>	0x06E90	WE<00>HAVE<00><FD><00>AND<00><FE><CB><CB><FC><CA><FF>	0x05F06	0x06EA4	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-154	Bank 1 pointer-driven text	0x06EC7	<F0><BB><85><87><B5><88><8B><9F><99><00><86><91><00><99><A6><83><13><8D><98><CD><FF>	0x06EA4	YOU<00>WON<CA><FF>	0x05F08	0x06EAD	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-155	Bank 1 pointer-driven text	0x06EDC	<F0><BB><85><87><B5><88><8B><9F><99><00><9F><89><00><99><A6><83><13><8D><98><CD><FF>	0x06EAD	YOU<00>LOST<CB><FF>	0x05F0A	0x06EB7	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-156	Bank 1 pointer-driven text	0x06EF1	<F0><BB><82><86><06><00><95><8B><82><9F><8D><86><CC><FF>	0x06EB7	WELL<CC><FF>	0x05F0C	0x06EBD	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-157	Bank 1 pointer-driven text	0x06EFF	<8B><AE><87><91><BB><85><86><84><A8><95><8E><B2><A4><8C><CA><FF>	0x06EBD	SANKI<BB><00>WELCOME<00>BACK<CA><FF>	0x05F0E	0x06ED2	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-158	Bank 1 pointer-driven text	0x06F0F	<F0><BB><0A><A6><83><9A><00><81><A8><A4><8E><AE><86><CC><FF>	0x06ED2	<F0><BB><00>NEED<00>SOMETHING<CC>	0x05F10	no 0xFF before next target	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-159	Bank 1 pointer-driven text	0x06F1E	<F0><BB><9D><82><B4><CA><00><A6><AB><8A><AE><13><CA><CA><FF>	0x07759	<F0><BB><00>MY<00>PLEASURE<CA><FF>	0x05F12	0x07769	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-160	Bank 1 pointer-driven text	0x06F2D	<F0><BB><0A><A6><83><9A><00><81><A8><A4><8E><AE><86><CC><FF>	0x06ED2	<F0><BB><00>NEED<00>SOMETHING<CC>	0x05F14	no 0xFF before next target	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-161	Bank 1 pointer-driven text	0x06F3C	<F0><BB><8F><AA><13><9A><85><87><AD><92><89><93><CB><FF>	0x06EE5	<F0><BB><00>BE<00>CAREFUL<CA><FF>	0x05F16	0x06EF4	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-163	Bank 1 pointer-driven text	0x06F59	<82><B4><8C><B7><96><82><88><00><95><86><9F><AD><00><84><A7><AE><13><88><10><8B><82><CD><FF>	0x06EF4	CHOOSE<00>ALLY<FF>	0x05F1A	0x06F00	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-164	Bank 1 pointer-driven text	0x06F70	<8B><AE><87><91><BB><FA><8B><AE><B4><CA><00><93><84><9D><AE><10><00><93><84><9D><AE><10><A6><F8><F9><00><85><8A><94><8B><AE><06><CA><CA><FF>	0x06F00	SANKI<BB><00><FA><CA><00>OKOTO<00>HAS<CB><CA><FF>	0x05F1C	0x06F16	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-165	Bank 1 pointer-driven text	0x06F93	<8B><AE><87><91><BB><8B><A7><B4><93><B4><90><99><9A><00><9C><90><A8><08><A0><13><CB><F8><F9><00><83><0A><87><99><9A><84><B2><A4><92><A7><13><CB><FF>	0x06F16	SANKI<BB><00>TWO<00>GUYS<CB>STRUCK<F8>LIKE<00>LIGHTNING<CB><FF>	0x05F1E	0x06F3D	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-166	Bank 1 pointer-driven text	0x06FB8	<8B><AE><87><91><BB><81><B4><8C><06><82><95><06><A7><CB><00><A3><83><8C><AC><89><81><A8><A4><8E><AE><CA><CA><FF>	0x06F3D	SANKI<BB><00>I<00>WAS<00>HELPLESS<CB>SORRY<FF>	0x05F20	0x06F59	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-167	Bank 1 pointer-driven text	0x06FD4	<FA><BB><9B><13><B2><A4><92><A7><10><00><A5><A9><8E><98><B2><CA><CA><FF>	0x06F59	<FA><BB><00>IDIOTS<CA><00>WE<B6>LL<F8>FIND<00>THEM<BA><FF>	0x05F22	0x06F75	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-168	Bank 1 pointer-driven text	0x06FE6	<F0><BB><86><AE><5E><83><13><00><9C><B4><86><92><CA><CA><F8><F9><00><85><86><09><13><00><83><0A><89><A9><A6><83><96><95><B4><90><FF>	0x0702F	<F0><BB><00>THE<00>KANPOU<00>WORKED<CA><F8>I<B6>M<00>CURED<CA><FF>	0x05F24	0x07050	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-169	Bank 1 pointer-driven text	0x07007	<F0><BB><85><A2><B2><8B><AE><9B><94><A8><96><00><88><AB><83><9A><86><89><A7><AA><98><84><CA><F8><F9><00><8C><90><88><9A><13><87><93><A9><0E><CA><CA><FF>	0x06F75	<F0><BB><00>AT<00>LAST<CA><00>I<00>CAN<00>JOIN<F8>THE<00>WAR<00>AGAINST<00>TORA<CA><FF>	0x05F26	0x06FA2	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-170	Bank 1 pointer-driven text	0x0702D	<F0><BB><FA><8B><AE><00><8A><AA><AD><CB><00><A3><B4><93><B4><93><88><10><8E><B2><CA><F8><F9><00><85><9C><88><AB><06><88><AA><90><00><85><9F><A3><A8><13><00><A6><88><87><88><AE><13><8D><0E><FF>	0x06FA2	<F0><BB><00><FA><B9><00>THIS<00>CHARM<F8>WILL<00>PROTECT<00>YOU<BA><FF>	0x05F28	0x06FC5	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-171	Bank 1 pointer-driven text	0x0705D	<F0><BB><81><B4><8C><9A><00><95><AE><96><A3><13><87><98><B2><86><A7><00><8E><A2><93><CB><F8><F9><00><85><8A><94><8B><AE><CB><00><87><B4><94><00><1C><0C><13><8D><A6><98><FF>	0x06FC5	<F0><BB><00>I<B6>LL<00>WAIT<00>HERE<CB><F8>GO<00>SAVE<00>OKOTO<CA><FF>	0x05F2A	0x06FE7	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-172	Bank 1 pointer-driven text	0x07088	<F0><BB><81><81><CB><FF>	0x06FE7	<F0><BB><00>YEAH<CB><FF>	0x05F2C	0x06FF0	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-173	Bank 1 pointer-driven text	0x0708E	<81><8B><0C><AB><83><BB><F4><99><9E><83><9D><00><13><86><89><93><A0><91><B5><AF><F8><F9><00><82><86><06><13><0A><0B><AE><8D><CC><FF>	0x06FF0	ASAJI<BB><00>WHY<00>NOT<00>GO<00>TO<00><F4><CC><FF>	0x05F2E	0x07008	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-174	Bank 1 pointer-driven text	0x070AF	<F0><BB><85><85><85><A4><1C><AE><99><8A><94><06><00><87><96><95><B4><93><8C><B7><83><06><98><B2><F8><F9><00><A6><83><8D><AD><00><A0><96><82><87><93><B2><AE><13><CB><FF>	0x07008	<F0><BB><00>I<B6>D<00>BETTER<00>GO<F8>CHECK<00>WITH<00>BEEG<00>BOSS<CB><FF>	0x05F30	0x0702F	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-175	Bank 1 pointer-driven text	0x070D9	<F0><BB><82><86><8C><93><85><88><AE><95><8E><B2><00><FA><8B><AE><FF>	0x0712C	<F0><BB><00>PLEASE<B9><00>LET<00>ME<F8>GO<B9><00><FA><FF>	0x05F32	0x07144	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-176	Bank 1 pointer-driven text	0x070EA	<F0><BB><81><B4><00><FA><8B><AE><CA><00><09><AE><86><AE><8B><87><96><00><8A><AA><06><CB><FF>	0x07144	<F0><BB><00><FA><B9><00>SOMEONE<F8>LEFT<00>THIS<00>AT<00>THE<00>DOOR<BA><FF>	0x05F34	0x07169	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
